run,beta,radius,dataset_count,phi_energy_mean,phi_energy_ci95_low,phi_energy_ci95_high,phi_energy_ci95_half_width
30_dataset,0.29,0.62,30,-0.0009902252422541245,-0.0010943475890641636,-0.0008861028954440855,0.00010412234681003908
30_dataset,0.29,0.63,30,-0.0010025399459575551,-0.0011073098048678485,-0.0008977700870472618,0.00010476985891029337
30_dataset,0.29,0.64,30,-0.001015056641455811,-0.0011205539510577556,-0.0009095593318538665,0.00010549730960194453
30_dataset,0.29,0.65,30,-0.0010274341555808655,-0.0011337796376686999,-0.0009210886734930311,0.00010634548208783437
30_dataset,0.29,0.66,30,-0.001040355081705248,-0.0011472548053768521,-0.0009334553580336439,0.00010689972367160412
30_dataset,0.29,0.67,30,-0.0010529182364208147,-0.00116046475900128,-0.0009453717138403494,0.00010754652258046526
30_dataset,0.29,0.68,30,-0.0010649178767986609,-0.0011731446681491858,-0.000956691085448136,0.00010822679135052488
30_dataset,0.29,0.69,30,-0.0010780779658911338,-0.0011867261821540017,-0.0009694297496282659,0.00010864821626286789
30_dataset,0.29,0.7,30,-0.001090791014889907,-0.0012001247918679045,-0.0009814572379119096,0.00010933377697799744
30_dataset,0.29,0.71,30,-0.001103392545865973,-0.0012133842763211856,-0.0009934008154107604,0.00010999173045521263
30_dataset,0.29,0.72,30,-0.001116575165846417,-0.0012272388294838389,-0.001005911502208995,0.00011066366363742192
30_dataset,0.29,0.73,30,-0.0011296104813396028,-0.0012410268989092358,-0.0010181940637699698,0.00011141641756963298
30_dataset,0.29,0.74,30,-0.0011420074599668702,-0.0012540033221446754,-0.001030011597789065,0.00011199586217780521
30_dataset,0.29,0.75,30,-0.0011551454431502999,-0.0012677978363107726,-0.0010424930499898272,0.00011265239316047269
30_dataset,0.29,0.76,30,-0.0011688752005280757,-0.001282122034518919,-0.0010556283665372323,0.0001132468339908434
30_dataset,0.29,0.77,30,-0.001181465608308315,-0.0012952563446115997,-0.0010676748720050303,0.00011379073630328473
30_dataset,0.29,0.78,30,-0.0011949699495437593,-0.0013094809799498093,-0.0010804589191377094,0.00011451103040604994
30_dataset,0.29,0.79,30,-0.0012080704013882843,-0.0013232287230470995,-0.001092912079729469,0.00011515832165881522
30_dataset,0.29,0.8,30,-0.0012211162051533838,-0.0013368224953169902,-0.0011054099149897774,0.00011570629016360639
30_dataset,0.29,0.81,30,-0.0012345619799053768,-0.0013508840442493935,-0.00111823991556136,0.00011632206434401674
30_dataset,0.29,0.82,30,-0.0012471839779738343,-0.0013643390431021623,-0.0011300289128455064,0.00011715506512832794
30_dataset,0.29,0.83,30,-0.0012607038128997002,-0.0013781314489441322,-0.0011432761768552682,0.00011742763604443199
30_dataset,0.29,0.84,30,-0.0012744939769373427,-0.0013927244967485845,-0.001156263457126101,0.00011823051981124178
30_dataset,0.29,0.85,30,-0.0012875165425301717,-0.0014063497228996068,-0.0011686833621607365,0.00011883318036943515
30_dataset,0.29,0.86,30,-0.001300756063253448,-0.0014203443834087113,-0.0011811677430981847,0.00011958832015526331
30_dataset,0.29,0.87,30,-0.0013144167180082892,-0.0014345657397055222,-0.0011942676963110563,0.00012014902169723294
30_dataset,0.29,0.88,30,-0.0013277838538109878,-0.0014483367146777934,-0.001207230992944182,0.00012055286086680569
30_dataset,0.29,0.89,30,-0.0013410528426704468,-0.0014620971517709635,-0.00122000853356993,0.00012104430910051672
30_dataset,0.29,0.9,30,-0.0013550608012050714,-0.001477130127410761,-0.0012329914749993817,0.00012206932620568967
30_dataset,0.29,0.91,30,-0.0013688875723760839,-0.0014913424909012054,-0.0012464326538509623,0.00012245491852512155
30_dataset,0.29,0.92,30,-0.0013826866843109984,-0.0015057111798514758,-0.001259662188770521,0.00012302449554047737
30_dataset,0.29,0.93,30,-0.0013953767582551894,-0.0015193825431684838,-0.001271370973341895,0.00012400578491329447
30_dataset,0.29,0.94,30,-0.0014095535780686448,-0.001533655126492438,-0.0012854520296448518,0.00012410154842379308
30_dataset,0.29,0.95,30,-0.0014232012890078682,-0.0015479293730159447,-0.0012984732049997917,0.00012472808400807649
30_dataset,0.29,0.96,30,-0.0014361044849064129,-0.0015613011097389104,-0.0013109078600739153,0.00012519662483249754
30_dataset,0.29,0.97,30,-0.0014492028399962363,-0.0015749699184994573,-0.0013234357614930153,0.000125767078503221
30_dataset,0.29,0.98,30,-0.0014640370931773407,-0.0015902656691651712,-0.0013378085171895102,0.0001262285759878305
30_dataset,0.29,0.99,30,-0.0014773592772238137,-0.0016040394240449227,-0.0013506791304027047,0.00012668014682110898
30_dataset,0.29,1.0,30,-0.001491035951599289,-0.0016182103417375852,-0.001363861561460993,0.0001271743901382961
30_dataset,0.29,1.01,30,-0.00150449080839605,-0.001632451012198014,-0.001376530604594086,0.0001279602038019639
30_dataset,0.29,1.02,30,-0.0015190416604105015,-0.0016477677709265733,-0.0013903155498944297,0.00012872611051607179
30_dataset,0.29,1.03,30,-0.0015331375578731426,-0.0016626874885660127,-0.0014035876271802725,0.00012954993069287006
30_dataset,0.29,1.04,30,-0.0015463014981806171,-0.0016761679523621426,-0.0014164350439990917,0.00012986645418152547
30_dataset,0.29,1.05,30,-0.001561051156397561,-0.0016914556235085219,-0.0014306466892866003,0.00013040446711096079
30_dataset,0.29,1.06,30,-0.0015743017316723106,-0.0017050974499815046,-0.0014435060133631166,0.00013079571830919398
30_dataset,0.29,1.07,30,-0.0015882590653234511,-0.0017198949385200293,-0.001456623192126873,0.00013163587319657815
30_dataset,0.29,1.08,30,-0.001602207065300179,-0.001734139048199287,-0.0014702750824010708,0.00013193198289910809
30_dataset,0.29,1.09,30,-0.0016169035410830593,-0.0017496465727360963,-0.0014841605094300222,0.00013274303165303702
30_dataset,0.29,1.1,30,-0.001630492163951834,-0.0017634526715983045,-0.0014975316563053634,0.00013296050764647054
30_dataset,0.29,1.11,30,-0.0016437002195932879,-0.00177735965145762,-0.0015100407877289559,0.000133659431864332
30_dataset,0.29,1.12,30,-0.001658166142304749,-0.0017921791960309567,-0.001524153088578541,0.00013401305372620783
30_dataset,0.29,1.13,30,-0.0016714451115209298,-0.0018061823215914066,-0.001536707901450453,0.00013473721007047686
30_dataset,0.29,1.14,30,-0.0016848667894589521,-0.001820034843347109,-0.0015496987355707952,0.00013516805388815692
30_dataset,0.29,1.15,30,-0.0016995706401468208,-0.0018353094900836618,-0.0015638317902099798,0.000135738849936841
30_dataset,0.29,1.16,30,-0.001713806704006359,-0.0018500801426910869,-0.0015775332653216313,0.00013627343868472777
30_dataset,0.29,1.17,30,-0.0017280809234370808,-0.0018648600279819387,-0.001591301818892223,0.00013677910454485786
30_dataset,0.29,1.18,30,-0.0017417791650211492,-0.0018792174055826296,-0.0016043409244596689,0.00013743824056148038
30_dataset,0.29,1.19,30,-0.0017549149011303372,-0.0018925410122823446,-0.0016172887899783299,0.00013762611115200737
30_dataset,0.29,1.2,30,-0.0017691408454659076,-0.001907227499174326,-0.001631054191757489,0.0001380866537084185
30_dataset,0.29,1.21,30,-0.0017827839133341549,-0.001921332975758256,-0.0016442348509100536,0.00013854906242410123
30_dataset,0.29,1.22,30,-0.0017974933875479942,-0.0019371632682605125,-0.0016578235068354758,0.00013966988071251836
30_dataset,0.29,1.23,30,-0.0018123782488448517,-0.0019524489256897894,-0.001672307571999914,0.0001400706768449377
30_dataset,0.29,1.24,30,-0.0018261750602535818,-0.0019666692595948997,-0.001685680860912264,0.00014049419934131788
30_dataset,0.29,1.25,30,-0.0018392846591633652,-0.001980337754518479,-0.0016982315638082515,0.0001410530953551137
30_dataset,0.29,1.26,30,-0.001853173270317851,-0.001994543937495129,-0.0017118026031405732,0.00014137066717727787
30_dataset,0.29,1.27,30,-0.0018667437384725313,-0.002008184112427734,-0.0017253033645173287,0.00014144037395520258
30_dataset,0.29,1.28,30,-0.0018819614456112776,-0.002024527577486644,-0.001739395313735911,0.00014256613187536642
30_dataset,0.29,1.29,30,-0.001896789915562586,-0.002039906901169229,-0.0017536729299559436,0.00014311698560664262
30_dataset,0.29,1.3,30,-0.001910144965150315,-0.0020539976778018772,-0.001766292252498753,0.0001438527126515621
30_dataset,0.29,1.31,30,-0.0019240977552291924,-0.002068514687214607,-0.0017796808232437781,0.00014441693198541437
30_dataset,0.29,1.32,30,-0.0019386305901722594,-0.0020829813074353313,-0.0017942798729091874,0.00014435071726307197
30_dataset,0.29,1.33,30,-0.0019536926018306556,-0.002099284968383745,-0.001808100235277566,0.00014559236655308947
30_dataset,0.29,1.34,30,-0.00196690161211444,-0.0021121969955989485,-0.0018216062286299313,0.00014529538348450862
30_dataset,0.29,1.35,30,-0.0019816801731514133,-0.002127941570365813,-0.0018354187759370135,0.0001462613972143998
30_dataset,0.29,1.36,30,-0.0019950726420729253,-0.0021422224030047394,-0.001847922881141111,0.00014714976093181426
30_dataset,0.29,1.37,30,-0.0020090696111480077,-0.0021558923735016775,-0.0018622468487943381,0.00014682276235366968
30_dataset,0.29,1.38,30,-0.0020235763108209597,-0.002171395262700919,-0.0018757573589410002,0.00014781895187995948
30_dataset,0.29,1.39,30,-0.0020366307788142997,-0.0021848975714255842,-0.0018883639862030152,0.00014826679261128453
30_dataset,0.29,1.4,30,-0.0020518270619173944,-0.0021998388621910425,-0.0019038152616437463,0.0001480118002736481
30_dataset,0.29,1.41,30,-0.0020655160352448325,-0.0022144617069812145,-0.0019165703635084504,0.00014894567173638206
30_dataset,0.29,1.42,30,-0.002079740182325743,-0.0022293850621019364,-0.00193009530254955,0.0001496448797761932
30_dataset,0.29,1.43,30,-0.002094092340768115,-0.002243690378894447,-0.0019444943026417835,0.00014959803812633176
30_dataset,0.29,1.44,30,-0.0021078478077892486,-0.0022583270185551375,-0.0019573685970233597,0.00015047921076588892
30_dataset,0.29,1.45,30,-0.0021238794084601485,-0.002274906504952308,-0.001972852311967989,0.0001510270964921595
30_dataset,0.29,1.46,30,-0.00213704446328738,-0.0022882256499488513,-0.001985863276625909,0.00015118118666147123
30_dataset,0.29,1.47,30,-0.002150311427915938,-0.002301849080390382,-0.001998773775441494,0.00015153765247444403
30_dataset,0.29,1.48,30,-0.002163616312519889,-0.002315774682504477,-0.002011457942535301,0.000152158369984588
30_dataset,0.29,1.49,30,-0.0021788664446433926,-0.002331948723971207,-0.002025784165315578,0.00015308227932781448
30_dataset,0.29,1.5,30,-0.0021938852324101593,-0.002347090323734775,-0.0020406801410855434,0.00015320509132461585
30_dataset,0.29,1.51,30,-0.0022079723038198537,-0.0023614274433364966,-0.002054517164303211,0.00015345513951664285
30_dataset,0.29,1.52,30,-0.002223383955538222,-0.0023780479602573375,-0.0020687199508191067,0.0001546640047191154
30_dataset,0.29,1.53,30,-0.002236647034994132,-0.0023912262626265713,-0.002082067807361693,0.00015457922763243911
30_dataset,0.29,1.54,30,-0.002250578925963347,-0.002405722601054502,-0.0020954352508721916,0.00015514367509115523
30_dataset,0.29,1.55,30,-0.002264282198478717,-0.0024201797268002217,-0.002108384670157212,0.00015589752832150493
30_dataset,0.29,1.56,30,-0.002279511495197768,-0.0024358068472257006,-0.002123216143169835,0.00015629535202793272
30_dataset,0.29,1.57,30,-0.002294353563812122,-0.0024508334656889925,-0.002137873661935251,0.00015647990187687066
30_dataset,0.29,1.58,30,-0.0023068727107812014,-0.0024637053920044233,-0.0021500400295579795,0.0001568326812232219
30_dataset,0.29,1.59,30,-0.0023206432262954874,-0.0024779912341065034,-0.0021632952184844714,0.00015734800781101602
30_dataset,0.29,1.6,30,-0.0023358781108928665,-0.0024934381622590436,-0.0021783180595266894,0.0001575600513661771
30_dataset,0.29,1.61,30,-0.0023495175420504047,-0.0025075401515550935,-0.002191494932545716,0.00015802260950468876
30_dataset,0.29,1.62,30,-0.0023637312814693058,-0.002522748689892343,-0.0022047138730462686,0.00015901740842303716
30_dataset,0.29,1.63,30,-0.0023784204676361425,-0.002537529428581469,-0.002219311506690816,0.0001591089609453266
30_dataset,0.29,1.64,30,-0.002392235055432624,-0.002551605886217989,-0.0022328642246472593,0.0001593708307853648
30_dataset,0.29,1.65,30,-0.0024058398413516896,-0.0025657355756046776,-0.0022459441070987016,0.00015989573425298801
30_dataset,0.29,1.66,30,-0.002421786656529754,-0.0025820014500917443,-0.002261571862967764,0.0001602147935619901
30_dataset,0.29,1.67,30,-0.0024349561079948442,-0.0025959357356245168,-0.0022739764803651717,0.00016097962762967252
30_dataset,0.29,1.68,30,-0.0024501133886111683,-0.0026119917328478602,-0.0022882350443744763,0.00016187834423669195
30_dataset,0.29,1.69,30,-0.0024637493806668894,-0.002625793950904625,-0.002301704810429154,0.00016204457023773558
30_dataset,0.29,1.7,30,-0.0024796169677793046,-0.0026424245581564364,-0.002316809377402173,0.00016280759037713179
30_dataset,0.29,1.71,30,-0.0024929780774942257,-0.0026556913340927343,-0.002330264820895717,0.0001627132565985086
30_dataset,0.29,1.72,30,-0.002506982240521949,-0.0026700855399144083,-0.00234387894112949,0.00016310329939245912
30_dataset,0.29,1.73,30,-0.0025210774527892883,-0.002685449863145165,-0.0023567050424334116,0.00016437241035587675
30_dataset,0.29,1.74,30,-0.0025359106572697674,-0.0026998151825180262,-0.0023720061320215086,0.00016390452524825882
30_dataset,0.29,1.75,30,-0.0025488415092791506,-0.0027131333864558486,-0.0023845496321024525,0.00016429187717669803
30_dataset,0.29,1.76,30,-0.0025643411335507112,-0.0027287824976685773,-0.002399899769432845,0.00016444136411786605
30_dataset,0.29,1.77,30,-0.00257767123487763,-0.0027425532260098853,-0.002412789243745375,0.00016488199113225523
30_dataset,0.29,1.78,30,-0.002592695403366227,-0.0027581478689672825,-0.0024272429377651715,0.0001654524656010555
30_dataset,0.29,1.79,30,-0.0026062029927049926,-0.002771767369404728,-0.0024406386160052574,0.0001655643766997352
30_dataset,0.29,1.8,30,-0.0026209431363377255,-0.0027878718844375075,-0.0024540143882379436,0.000166928748099782
30_dataset,0.29,1.81,30,-0.00263487753436459,-0.002801786594878164,-0.0024679684738510162,0.000166909060513574
30_dataset,0.29,1.82,30,-0.0026502703488329865,-0.002817883905937185,-0.002482656791728788,0.00016761355710419833
30_dataset,0.29,1.83,30,-0.0026654059917992664,-0.0028328041532073934,-0.0024980078303911395,0.0001673981614081269
30_dataset,0.29,1.84,30,-0.0026796023347276186,-0.002848169613221749,-0.002511035056233488,0.00016856727849413064
30_dataset,0.29,1.85,30,-0.0026926436046629744,-0.0028614110060832055,-0.0025238762032427434,0.00016876740142023105
30_dataset,0.29,1.86,30,-0.0027092465578024793,-0.002878523814705752,-0.0025399693008992066,0.00016927725690327276
30_dataset,0.29,1.87,30,-0.002721751995101745,-0.002890408751275753,-0.002553095238927737,0.00016865675617400806
30_dataset,0.29,1.88,30,-0.002736700560318461,-0.002905584054979827,-0.002567817065657095,0.000168883494661366
30_dataset,0.29,1.89,30,-0.002752621019490726,-0.0029239503570347505,-0.0025812916819467017,0.00017132933754402443
30_dataset,0.29,1.9,30,-0.0027655680161820517,-0.0029362518227477926,-0.002594884209616311,0.00017068380656574088
30_dataset,0.29,1.91,30,-0.0027807221179797365,-0.0029522539045127114,-0.0026091903314467615,0.00017153178653297498
30_dataset,0.29,1.92,30,-0.0027940213609439555,-0.0029660738993868693,-0.002621968822501042,0.00017205253844291375
30_dataset,0.29,1.93,30,-0.002807138655272253,-0.0029787799093403803,-0.0026354974012041256,0.00017164125406812737
30_dataset,0.29,1.94,30,-0.0028221566658276236,-0.002994098495948605,-0.0026502148357066425,0.00017194183012098118
30_dataset,0.29,1.95,30,-0.002838234555473004,-0.003011474907830316,-0.0026649942031156926,0.00017324035235731158
30_dataset,0.29,1.96,30,-0.002853178455214327,-0.0030271417776656464,-0.002679215132763007,0.00017396332245131962
30_dataset,0.29,1.97,30,-0.0028672170731140713,-0.003040743881935413,-0.0026936902642927295,0.00017352680882134174
30_dataset,0.29,1.98,30,-0.0028813182162108833,-0.0030551562789537094,-0.0027074801534680572,0.00017383806274282607
30_dataset,0.29,1.99,30,-0.0028961524997501036,-0.0030704685284870096,-0.0027218364710131977,0.00017431602873690596
30_dataset,0.29,2.0,30,-0.002911306072089781,-0.003085688960002925,-0.002736923184176637,0.0001743828879131439
30_dataset,0.29,2.01,30,-0.002925526538455065,-0.003101441265569955,-0.0027496118113401755,0.00017591472711488967
30_dataset,0.29,2.02,30,-0.00294130265102342,-0.0031175637370779515,-0.0027650415649688883,0.0001762610860545316
30_dataset,0.29,2.03,30,-0.002956076476383074,-0.0031322856283325456,-0.002779867324433602,0.00017620915194947176
30_dataset,0.29,2.04,30,-0.002968161773379195,-0.0031447443151584034,-0.0027915792315999863,0.00017658254177920852
30_dataset,0.29,2.05,30,-0.0029833373406151407,-0.003159253464233615,-0.0028074212169966663,0.00017591612361847432
30_dataset,0.29,2.06,30,-0.0029960953249017447,-0.0031726978657746585,-0.002819492784028831,0.00017660254087291383
30_dataset,0.29,2.07,30,-0.0030129470676618104,-0.003190226870434962,-0.002835667264888659,0.00017727980277315158
30_dataset,0.29,2.08,30,-0.003025876067545332,-0.003202881676527811,-0.002848870458562853,0.00017700560898247907
30_dataset,0.29,2.09,30,-0.0030416393653099,-0.0032191614904522525,-0.0028641172401675475,0.00017752212514235248
30_dataset,0.29,2.1,30,-0.0030574382666946117,-0.0032361732252308463,-0.002878703308158377,0.0001787349585362346
30_dataset,0.29,2.11,30,-0.0030701163184847524,-0.003248991980988049,-0.0028912406559814556,0.0001788756625032968
30_dataset,0.29,2.12,30,-0.00308468141761141,-0.0032636524491895264,-0.0029057103860332936,0.00017897103157811642
30_dataset,0.29,2.13,30,-0.003100060059889725,-0.0032794441360734015,-0.0029206759837060487,0.00017938407618367644
30_dataset,0.29,2.14,30,-0.0031135495693613473,-0.003293370419465736,-0.0029337287192569587,0.0001798208501043886
30_dataset,0.29,2.15,30,-0.0031289265664929578,-0.003309183616522968,-0.0029486695164629476,0.00018025705003001016
30_dataset,0.29,2.16,30,-0.0031431025695242273,-0.0033240112369724104,-0.002962193902076044,0.00018090866744818312
30_dataset,0.29,2.17,30,-0.003159353636669698,-0.0033398890683926934,-0.0029788182049467027,0.00018053543172299536
30_dataset,0.29,2.18,30,-0.0031710748127637247,-0.003352009379508856,-0.002990140246018593,0.0001809345667451315
30_dataset,0.29,2.19,30,-0.0031884942456473454,-0.003370217695590355,-0.003006770795704336,0.00018172344994300945
30_dataset,0.29,2.2,30,-0.0032024735597501104,-0.0033837009684380957,-0.003021246151062125,0.00018122740868798531
30_dataset,0.29,2.21,30,-0.003218005443912381,-0.003400684219567814,-0.003035326668256948,0.00018267877565543303
30_dataset,0.29,2.22,30,-0.003232796900848003,-0.0034162132022370556,-0.0030493805994589503,0.00018341630138905265
30_dataset,0.29,2.23,30,-0.0032466520067784533,-0.003429533314380426,-0.0030637706991764805,0.00018288130760197273
30_dataset,0.29,2.24,30,-0.003260297351491659,-0.003442620180425367,-0.0030779745225579507,0.00018232282893370809
30_dataset,0.29,2.25,30,-0.003276152328186868,-0.0034586743252260606,-0.0030936303311476752,0.00018252199703919269
30_dataset,0.29,2.26,30,-0.0032917920538056327,-0.0034756767481998576,-0.003107907359411408,0.0001838846943942249
30_dataset,0.29,2.27,30,-0.0033060302685576333,-0.003490549237439728,-0.0031215112996755387,0.00018451896888209461
30_dataset,0.29,2.28,30,-0.003321479361802417,-0.0035059811030345002,-0.003136977620570334,0.0001845017412320832
30_dataset,0.29,2.29,30,-0.0033358288796048116,-0.0035206016518110035,-0.0031510561073986197,0.00018477277220619193
30_dataset,0.29,2.3,30,-0.003350571518408645,-0.0035356011447556556,-0.0031655418920616346,0.00018502962634701046
30_dataset,0.29,2.31,30,-0.0033670209409661614,-0.0035535300494500942,-0.0031805118324822286,0.00018650910848393284
30_dataset,0.29,2.32,30,-0.003381056360606745,-0.0035675598437231006,-0.003194552877490389,0.0001865034831163557
30_dataset,0.29,2.33,30,-0.003397774851308395,-0.0035834842562142426,-0.0032120654464025474,0.00018570940490584761
30_dataset,0.29,2.34,30,-0.0034098630491687047,-0.003595841245780982,-0.003223884852556427,0.0001859781966122775
30_dataset,0.29,2.35,30,-0.003425458045475564,-0.003611454841606025,-0.003239461249345103,0.00018599679613046094
30_dataset,0.29,2.36,30,-0.0034394882988408107,-0.00362591875961243,-0.0032530578380691915,0.00018643046077161923
30_dataset,0.29,2.37,30,-0.0034544401541450427,-0.0036411450717856886,-0.0032677352365043967,0.00018670491764064597
