dataset_id,split_id,rule,ref_id,theta_path,dataset_path,attempt_seed,optimizer_chain,P,train_error,test_error,CE_mean_train,CE_sum_train,CE_mean_test,theta_norm,min_margin,q05_margin,median_margin,mean_margin
0,0,low_tv_spectral_teacher,0,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_000/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700000,adam,2461,0.0,0.13037109375,0.0133216220306797,6.820670479708028,0.5274941741260033,11.803181643612332,0.1267463031625759,2.650990311102352,7.150468844787227,6.3157420842191625
0,0,low_tv_spectral_teacher,1,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_001/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700001,adam,2461,0.0,0.12451171875,0.0009761257700035,0.4997763942418076,0.6780520956305267,14.096209203436189,2.312228881700681,5.3615029016978735,9.584115354395667,8.761636678093225
0,0,low_tv_spectral_teacher,2,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_002/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700002,adam,2461,0.0,0.1298828125,0.00081951545787,0.4195919144294662,0.6817901791730665,13.963937356757036,2.2662847892194646,5.798307057798506,9.444587272596204,8.74417372838127
0,0,low_tv_spectral_teacher,3,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_003/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700003,adam,2461,0.0,0.1259765625,0.0010826499180648,0.5543167580491901,0.6884276123000758,14.961790096482176,3.3542730641378324,5.126249689831802,10.373973104161538,9.529573782612191
0,0,low_tv_spectral_teacher,4,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_004/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700004,adam,2461,0.0,0.123046875,0.0097788541988804,5.006773349826782,0.4927702587017863,13.852759064327104,1.156193996171015,2.8352594258132986,7.487549142792477,6.777158616970674
0,0,low_tv_spectral_teacher,5,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_005/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700005,adam,2461,0.0,0.12548828125,0.0004872787749194,0.2494867327587505,0.7241167814871493,13.575516710361123,4.0061621761221815,5.846881221259416,9.639861858946023,9.028088728310705
0,0,low_tv_spectral_teacher,6,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_006/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700006,adam,2461,0.0,0.13427734375,0.0166281208718592,8.513597886391914,0.4543359343355759,11.675638599483072,0.6850565145372707,2.1455525551120207,7.015468148124507,6.208443242519846
0,0,low_tv_spectral_teacher,7,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_007/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700007,adam,2461,0.0,0.123046875,0.0179131159305913,9.17151535646278,0.4245463601929563,12.171396255700602,0.3614919071707393,2.230392520834912,7.019858482332031,6.124235491435144
0,0,low_tv_spectral_teacher,8,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_008/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700008,adam,2461,0.0,0.12060546875,0.0086681314086753,4.438083281241804,0.4952221417077606,12.876839072402571,0.2862856360631787,2.878701451036584,7.741386164193909,6.86766210420458
0,0,low_tv_spectral_teacher,9,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_009/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700009,adam,2461,0.0,0.1240234375,0.0022919619332392,1.1734845098184985,0.6165923566850825,14.849926954397114,1.9957561068301295,4.483108930239975,9.865080481155854,9.169434286056076
0,0,low_tv_spectral_teacher,10,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_010/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700010,adam,2461,0.0,0.12646484375,0.0079225240433302,4.056332310185087,0.5034444445514124,11.693938133178548,1.3545433633751278,2.985882772848173,7.146196209184256,6.499053933582898
0,0,low_tv_spectral_teacher,11,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_011/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700011,adam,2461,0.0,0.12451171875,0.0134478601165424,6.885304379669735,0.4544565538285222,12.150996278250414,0.4828683724638849,2.5207559957305072,6.999343116867939,6.332576710321074
0,0,low_tv_spectral_teacher,12,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_012/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700012,adam,2461,0.0,0.12890625,0.0075469837448834,3.8640556773803376,0.5183887025773144,12.63495278207709,1.5795369960611194,3.1167662120883346,7.7023800645605265,6.850209738181926
0,0,low_tv_spectral_teacher,13,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_013/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700013,adam,2461,0.0,0.12353515625,0.0009146069925623,0.4682787801919438,0.6481156162866007,14.55857499906651,3.2133745107015343,5.391236935413846,10.211259993531836,9.391632546964995
0,0,low_tv_spectral_teacher,14,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_014/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700014,adam,2461,0.0,0.12548828125,0.0010476097489648,0.5363761914700055,0.624455110318163,15.098953807150366,2.8152442991391204,5.243690755726642,9.554334955518808,8.910573821954618
0,0,low_tv_spectral_teacher,15,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_015/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700015,adam,2461,0.0,0.12646484375,0.0069265220209638,3.546379274733481,0.5397697776918745,11.548437521190396,0.4611507557023512,3.46983462099412,7.618219101610872,6.871012456263467
0,0,low_tv_spectral_teacher,16,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_016/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700016,adam,2461,0.0,0.13037109375,0.0008121668056065,0.4158294044705786,0.7150065932886506,13.998038262787924,2.95468720316023,5.690032584757814,9.922724181173397,9.127536788323363
0,0,low_tv_spectral_teacher,17,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_017/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700017,adam,2461,0.0,0.125,0.0006908688631901,0.3537248579533626,0.6349112754598616,14.517040748590112,3.1402323835359605,5.680283586065504,9.86944656525645,9.062332315104758
0,0,low_tv_spectral_teacher,18,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/04_exact_reference_search/selected_reference_pool/split_000/low_tv_spectral_teacher/ref_018/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_lowtv_dense_0p010_to_0p080/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,2700018,adam,2461,0.0,0.13330078125,0.0064573452122947,3.306160748694936,0.5745020551517084,12.598092965465623,1.710660733598194,3.253516319442127,8.614134434343974,7.637292910288445
