dataset_id,split_id,rule,eta,ref_id,theta_path,dataset_path,attempt_seed,optimizer_chain,P,train_error,test_error,CE_mean_train,CE_sum_train,CE_mean_test,theta_norm,min_margin,q05_margin,median_margin,mean_margin
0,0,eta_0p25,0.25,0,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_000/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187500,adam,2461,0.0,0.41455078125,0.0008111134905665735,0.41529010717008563,3.4127159262831075,17.321359646334237,3.0978280610176236,5.640842681919207,10.249149172275875,10.570267930887713
0,0,eta_0p25,0.25,1,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_001/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187501,adam,2461,0.0,0.42138671875,0.00908664191140897,4.652360658641393,2.6126245001664716,16.69722706805894,0.23832834435797245,3.4959760505081876,7.380612108892278,7.867248710117182
0,0,eta_0p25,0.25,2,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_002/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187502,adam,2461,0.0,0.4306640625,0.011725753277366559,6.003585678011678,2.5671306453758462,17.20858445468207,0.009451339993223229,3.5763854982403815,7.9753623737278145,8.090018663962898
0,0,eta_0p25,0.25,3,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_003/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187503,adam,2461,0.0,0.416015625,0.00241525694604429,1.2366115563746765,2.720196701811185,19.88451887240281,2.6902513206093945,4.636467936351847,8.353042926840692,8.919120115689132
0,0,eta_0p25,0.25,4,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_004/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187504,adam,2461,0.0,0.42822265625,0.003294851893554068,1.6869641694996829,2.6961912247569595,19.195102745391342,1.6136374105766995,4.351471053944778,8.01379557909303,8.360078414338028
0,0,eta_0p25,0.25,5,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_005/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187505,adam,2461,0.0,0.42822265625,0.0018888883721287423,0.9671108465299161,3.331951591368319,17.842209690180614,1.7558006088824891,4.9761940397482505,9.891922487853005,9.998241190173786
0,0,eta_0p25,0.25,6,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_006/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187506,adam,2461,0.0,0.4072265625,0.002924107938666232,1.4971432645971108,3.0849538285047773,18.169732588485868,1.6582622851303621,4.576038002197951,8.968356702828421,9.724341159084082
0,0,eta_0p25,0.25,7,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_007/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187507,adam,2461,0.0,0.4130859375,0.0011060105440968482,0.5662773985775863,3.1763896436014756,18.897964218458156,3.5572485803637623,5.199693859805388,9.119169698864354,9.808788202484077
0,0,eta_0p25,0.25,8,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_008/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187508,adam,2461,0.0,0.42578125,0.013563466013407638,6.94449459886471,2.2064572360369854,17.50463595168279,0.2884030839759616,2.918909504106241,6.724001242206034,6.831119353742766
0,0,eta_0p25,0.25,9,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/04_exact_reference_search/selected_reference_pool/split_000/eta_0p25/ref_009/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_reference_search_promoted_4eta_10ref_cpu35_gpu0/01_dataset_gen/split_000/eta_0p25/rep_000/dataset.npz,2026187509,adam,2461,0.0,0.4189453125,0.0034368373800172385,1.759660738568826,2.630567584829929,19.486291085441977,1.3556396464080798,4.702445205227532,7.919527872083819,8.459210023914366
